1732909760.8507829,camera,1,0,NaN
1732909765.817212,drone,1,1,0.00031185150146484375
1732909765.8549852,camera,2,0,NaN
1732909765.8597112,security,1,1,0.0017852783203125
1732909770.8268442,drone,2,2,0.0037376880645751953
1732909770.8651412,security,2,2,0.005834817886352539
1732909770.858168,camera,3,0,NaN
1732909775.836323,drone,3,3,0.0004899501800537109
1732909775.8740554,camera,4,0,NaN
1732909775.874931,security,3,3,0.001577138900756836
1732909780.8455179,drone,4,4,0.0004971027374267578
1732909780.884231,camera,5,0,NaN
1732909780.8871741,security,4,4,0.0017762184143066406
1732909785.8512824,drone,5,5,0.0023126602172851562
1732909785.890868,camera,6,0,NaN
1732909785.8968189,security,5,4,0.000499725341796875
1732909790.856729,drone,6,6,0.0009586811065673828
1732909790.9214203,camera,7,0,NaN
1732909790.923086,security,6,4,0.0008711814880371094
1732909795.876582,drone,7,7,0.0005202293395996094
1732909795.9291766,security,7,4,0.0005953311920166016
1732909800.8851936,drone,8,8,0.0007183551788330078
1732909800.933659,camera,9,0,NaN
1732909800.9378219,security,8,5,0.0015375614166259766
1732909805.8953366,drone,9,9,0.0005004405975341797
1732909805.9435446,security,9,6,0.003826141357421875
1732909805.9406269,camera,10,0,NaN
1732909810.904632,drone,10,10,0.0004978179931640625
1732909810.9508317,camera,11,0,NaN
1732909810.9539013,security,10,6,0.0003764629364013672
1732909815.916531,drone,11,11,0.0014150142669677734
1732909815.9647954,security,11,7,0.008283138275146484
1732909815.963375,camera,12,0,NaN
1732909820.9277787,drone,12,12,0.0047245025634765625
1732909820.9713788,camera,13,0,NaN
1732909820.9809165,security,12,8,0.0012547969818115234
1732909825.939082,drone,13,13,0.004840850830078125
1732909825.9823132,camera,14,0,NaN
1732909825.9838152,security,13,8,0.0004723072052001953
1732909830.9671993,drone,14,14,0.011112213134765625
1732909830.987494,camera,15,0,NaN
1732909830.989048,security,14,8,0.0005164146423339844
1732909836.0021453,security,15,8,0.00037860870361328125
1732909836.002686,camera,16,0,NaN
